-- ACTION_1 --
UiSelector[RESOURCE_ID=com.google.android.dialer:id/search_box_start_search] # id: com.google.android.dialer:id/search_box_start_search
UiSelector[RESOURCE_ID=com.google.android.dialer:id/search_box_start_search] # text: Search contacts & places
UiSelector[RESOURCE_ID=com.google.android.dialer:id/search_box_start_search] # class: android.widget.TextView
UiSelector[RESOURCE_ID=com.google.android.dialer:id/bottom_nav_item_text] # parent: androidx.test.uiautomator.UiObject2@73b3c
UiSelector[RESOURCE_ID=com.google.android.dialer:id/bottom_nav_item_text] # xpath: //android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.TextView
UiSelector[RESOURCE_ID=com.google.android.dialer:id/bottom_nav_item_text] # numberOfChildren: 0
UiSelector[RESOURCE_ID=com.google.android.dialer:id/bottom_nav_item_text] # checkable: false
UiSelector[RESOURCE_ID=com.google.android.dialer:id/bottom_nav_item_text] # hashCode: 23365072
UiSelector[RESOURCE_ID=com.google.android.dialer:id/bottom_nav_item_text] # clickable: false
UiSelector[RESOURCE_ID=com.google.android.dialer:id/bottom_nav_item_text] # description: null
UiSelector[RESOURCE_ID=com.google.android.dialer:id/bottom_nav_item_text] # id: com.google.android.dialer:id/bottom_nav_item_text
UiSelector[RESOURCE_ID=com.google.android.dialer:id/bottom_nav_item_text] # text: Contacts
UiSelector[RESOURCE_ID=com.google.android.dialer:id/bottom_nav_item_text] # class: android.widget.TextView
UiSelector[RESOURCE_ID=com.android.systemui:id/cutout_space_view] # parent: androidx.test.uiautomator.UiObject2@f0c0
UiSelector[RESOURCE_ID=com.android.systemui:id/cutout_space_view] # xpath: //android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.view.View
UiSelector[RESOURCE_ID=com.android.systemui:id/cutout_space_view] # numberOfChildren: 0
UiSelector[RESOURCE_ID=com.android.systemui:id/cutout_space_view] # checkable: false
UiSelector[RESOURCE_ID=com.android.systemui:id/cutout_space_view] # hashCode: 245053841
UiSelector[RESOURCE_ID=com.android.systemui:id/cutout_space_view] # clickable: false
UiSelector[RESOURCE_ID=com.android.systemui:id/cutout_space_view] # description: null
UiSelector[RESOURCE_ID=com.android.systemui:id/cutout_space_view] # id: com.android.systemui:id/cutout_space_view
UiSelector[RESOURCE_ID=com.android.systemui:id/cutout_space_view] # text: null
UiSelector[RESOURCE_ID=com.android.systemui:id/cutout_space_view] # class: android.view.View
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_secondary_button] # parent: androidx.test.uiautomator.UiObject2@854c7
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_secondary_button] # xpath: //android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.GridView/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.ImageButton
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_secondary_button] # numberOfChildren: 0
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_secondary_button] # checkable: false
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_secondary_button] # hashCode: 180871414
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_secondary_button] # clickable: true
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_secondary_button] # description: View contact
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_secondary_button] # id: com.google.android.dialer:id/contact_tile_secondary_button
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_secondary_button] # text: null
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_secondary_button] # class: android.widget.ImageButton
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_push_state] # parent: androidx.test.uiautomator.UiObject2@845c3
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_push_state] # xpath: //android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.GridView/android.widget.FrameLayout/android.widget.RelativeLayout/android.view.View
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_push_state] # numberOfChildren: 0
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_push_state] # checkable: false
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_push_state] # hashCode: 54944147
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_push_state] # clickable: false
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_push_state] # description: null
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_push_state] # id: com.google.android.dialer:id/contact_tile_push_state
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_push_state] # text: null
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_push_state] # class: android.view.View
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_name] # parent: androidx.test.uiautomator.UiObject2@863cb
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_name] # xpath: //android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.GridView/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.TextView
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_name] # numberOfChildren: 0
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_name] # checkable: false
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_name] # hashCode: 81221476
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_name] # clickable: false
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_name] # description: null
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_name] # id: com.google.android.dialer:id/contact_tile_name
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_name] # text: Alejandro Garcia Fernandez
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_name] # class: android.widget.TextView
UiSelector[RESOURCE_ID=com.google.android.dialer:id/fab] # parent: androidx.test.uiautomator.UiObject2@711f1
UiSelector[RESOURCE_ID=com.google.android.dialer:id/fab] # xpath: //android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.view.ViewGroup/android.widget.ImageButton
UiSelector[RESOURCE_ID=com.google.android.dialer:id/fab] # numberOfChildren: 0
UiSelector[RESOURCE_ID=com.google.android.dialer:id/fab] # checkable: false
UiSelector[RESOURCE_ID=com.google.android.dialer:id/fab] # hashCode: 257175292
UiSelector[RESOURCE_ID=com.google.android.dialer:id/fab] # clickable: true
UiSelector[RESOURCE_ID=com.google.android.dialer:id/fab] # description: key pad
UiSelector[RESOURCE_ID=com.google.android.dialer:id/fab] # id: com.google.android.dialer:id/fab
UiSelector[RESOURCE_ID=com.google.android.dialer:id/fab] # text: null
UiSelector[RESOURCE_ID=com.google.android.dialer:id/fab] # class: android.widget.ImageButton
UiSelector[RESOURCE_ID=com.google.android.dialer:id/main_options_menu_button] # parent: androidx.test.uiautomator.UiObject2@77b0d
UiSelector[RESOURCE_ID=com.google.android.dialer:id/main_options_menu_button] # xpath: //android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.ImageButton
UiSelector[RESOURCE_ID=com.google.android.dialer:id/main_options_menu_button] # numberOfChildren: 0
UiSelector[RESOURCE_ID=com.google.android.dialer:id/main_options_menu_button] # checkable: false
UiSelector[RESOURCE_ID=com.google.android.dialer:id/main_options_menu_button] # hashCode: 124946889
UiSelector[RESOURCE_ID=com.google.android.dialer:id/main_options_menu_button] # clickable: true
UiSelector[RESOURCE_ID=com.google.android.dialer:id/main_options_menu_button] # description: More options
UiSelector[RESOURCE_ID=com.google.android.dialer:id/main_options_menu_button] # id: com.google.android.dialer:id/main_options_menu_button
UiSelector[RESOURCE_ID=com.google.android.dialer:id/main_options_menu_button] # text: null
UiSelector[RESOURCE_ID=com.google.android.dialer:id/main_options_menu_button] # class: android.widget.ImageButton
UiSelector[RESOURCE_ID=com.android.systemui:id/scrim_in_front] # parent: androidx.test.uiautomator.UiObject2@ddfb
UiSelector[RESOURCE_ID=com.android.systemui:id/scrim_in_front] # xpath: //android.widget.FrameLayout/android.view.View
UiSelector[RESOURCE_ID=com.android.systemui:id/scrim_in_front] # numberOfChildren: 0
UiSelector[RESOURCE_ID=com.android.systemui:id/scrim_in_front] # checkable: false
UiSelector[RESOURCE_ID=com.android.systemui:id/scrim_in_front] # hashCode: 204871886
UiSelector[RESOURCE_ID=com.android.systemui:id/scrim_in_front] # clickable: false
UiSelector[RESOURCE_ID=com.android.systemui:id/scrim_in_front] # description: null
UiSelector[RESOURCE_ID=com.android.systemui:id/scrim_in_front] # id: com.android.systemui:id/scrim_in_front
UiSelector[RESOURCE_ID=com.android.systemui:id/scrim_in_front] # text: null
UiSelector[RESOURCE_ID=com.android.systemui:id/scrim_in_front] # class: android.view.View
UiSelector[RESOURCE_ID=com.android.systemui:id/scrim_behind] # parent: androidx.test.uiautomator.UiObject2@ddfb
UiSelector[RESOURCE_ID=com.android.systemui:id/scrim_behind] # xpath: //android.widget.FrameLayout/android.view.View
UiSelector[RESOURCE_ID=com.android.systemui:id/scrim_behind] # numberOfChildren: 0
UiSelector[RESOURCE_ID=com.android.systemui:id/scrim_behind] # checkable: false
UiSelector[RESOURCE_ID=com.android.systemui:id/scrim_behind] # hashCode: 199984111
UiSelector[RESOURCE_ID=com.android.systemui:id/scrim_behind] # clickable: false
UiSelector[RESOURCE_ID=com.android.systemui:id/scrim_behind] # description: null
UiSelector[RESOURCE_ID=com.android.systemui:id/scrim_behind] # id: com.android.systemui:id/scrim_behind
UiSelector[RESOURCE_ID=com.android.systemui:id/scrim_behind] # text: null
UiSelector[RESOURCE_ID=com.android.systemui:id/scrim_behind] # class: android.view.View
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_phone_type] # parent: androidx.test.uiautomator.UiObject2@85888
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_phone_type] # xpath: //android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.GridView/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.LinearLayout/android.widget.TextView
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_phone_type] # numberOfChildren: 0
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_phone_type] # checkable: false
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_phone_type] # hashCode: 32107767
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_phone_type] # clickable: false
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_phone_type] # description: null
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_phone_type] # id: com.google.android.dialer:id/contact_tile_phone_type
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_phone_type] # text: null
UiSelector[RESOURCE_ID=com.google.android.dialer:id/contact_tile_phone_type] # class: android.widget.TextView
-- ACTION_3 --
UiSelector[RESOURCE_ID=com.android.contacts:id/sub_header] # parent: androidx.test.uiautomator.UiObject2@34970
UiSelector[RESOURCE_ID=com.android.contacts:id/sub_header] # xpath: //android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout/android.widget.RelativeLayout/android.widget.TextView
UiSelector[RESOURCE_ID=com.android.contacts:id/sub_header] # numberOfChildren: 0
UiSelector[RESOURCE_ID=com.android.contacts:id/sub_header] # checkable: false
UiSelector[RESOURCE_ID=com.android.contacts:id/sub_header] # hashCode: 259088788
UiSelector[RESOURCE_ID=com.android.contacts:id/sub_header] # clickable: false
UiSelector[RESOURCE_ID=com.android.contacts:id/sub_header] # description: null
UiSelector[RESOURCE_ID=com.android.contacts:id/sub_header] # id: com.android.contacts:id/sub_header
UiSelector[RESOURCE_ID=com.android.contacts:id/sub_header] # text: Events and messages
UiSelector[RESOURCE_ID=com.android.contacts:id/sub_header] # class: android.widget.TextView
UiSelector[RESOURCE_ID=com.android.contacts:id/menu_edit] # parent: androidx.test.uiautomator.UiObject2@36efa
UiSelector[RESOURCE_ID=com.android.contacts:id/menu_edit] # xpath: //android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.LinearLayout/android.widget.TextView
UiSelector[RESOURCE_ID=com.android.contacts:id/menu_edit] # numberOfChildren: 0
UiSelector[RESOURCE_ID=com.android.contacts:id/menu_edit] # checkable: false
UiSelector[RESOURCE_ID=com.android.contacts:id/menu_edit] # hashCode: 154433337
UiSelector[RESOURCE_ID=com.android.contacts:id/menu_edit] # clickable: true
UiSelector[RESOURCE_ID=com.android.contacts:id/menu_edit] # description: Edit
UiSelector[RESOURCE_ID=com.android.contacts:id/menu_edit] # id: com.android.contacts:id/menu_edit
UiSelector[RESOURCE_ID=com.android.contacts:id/menu_edit] # text: null
UiSelector[RESOURCE_ID=com.android.contacts:id/menu_edit] # class: android.widget.TextView
UiSelector[RESOURCE_ID=com.android.contacts:id/photo_touch_intercept_overlay] # parent: androidx.test.uiautomator.UiObject2@314e2
UiSelector[RESOURCE_ID=com.android.contacts:id/photo_touch_intercept_overlay] # xpath: //android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.view.View
UiSelector[RESOURCE_ID=com.android.contacts:id/photo_touch_intercept_overlay] # numberOfChildren: 0
UiSelector[RESOURCE_ID=com.android.contacts:id/photo_touch_intercept_overlay] # checkable: false
UiSelector[RESOURCE_ID=com.android.contacts:id/photo_touch_intercept_overlay] # hashCode: 3358440
UiSelector[RESOURCE_ID=com.android.contacts:id/photo_touch_intercept_overlay] # clickable: true
